Row ID,Site ID,Location,Enforced Speed Limit,Month End Date,1-5 Over Speed Limit,6-10 Over Speed Limit,11-15 Over Speed Limit,16-20 Over Speed Limit,21-50 Over Speed Limit,51+ Over Speed Limit,Total Speeding Tickets,Total Red Light Tickets,Latitude,Longitude,New Georeferenced Column
2021-10-31-ED018-60,ED018,WB Stony Plain Rd @ 170 St,60,10/31/2021 0:00,0,0,50,11,5,0,66,14,53.5412872,-113.6159543,"(53.54128722, -113.6159543)"
2021-10-31-ED038-60,ED038,WB 87 Ave @ 178 St,60,10/31/2021 0:00,0,0,14,1,1,0,16,5,53.5212846,-113.6298593,"(53.52128465, -113.6298593)"
2021-10-31-ED040-60,ED040,EB 137 Ave @ 127 St,60,10/31/2021 0:00,0,0,53,14,3,0,70,5,53.5993545,-113.5420203,"(53.59935449, -113.5420203)"
2021-09-30-ED023-50,ED023,NB 156 St @ Stony Plain Rd,50,9/30/2021 0:00,0,0,56,13,1,0,70,64,53.5409125,-113.5903288,"(53.54091252, -113.5903288)"
2021-09-30-ED1052-60,ED1052,WB Whitemud Drive  @ Gateway Blvd,60,9/30/2021 0:00,0,0,27,6,1,0,34,17,53.4809868,-113.4921173,"(53.4809868, -113.4921173)"
2021-09-30-ED2004-70,ED2004,SB 91 St @ 34 Ave,70,9/30/2021 0:00,0,0,43,5,6,0,54,30,53.4656955,-113.4668631,"(53.46569548, -113.4668631)"
2021-09-30-ED2009-70,ED2009,EB Yellowhead Tr @ 107 St,70,9/30/2021 0:00,0,0,582,70,19,0,671,1,53.5812925,-113.5061022,"(53.58129246, -113.5061022)"
2021-09-30-ED2049-70,ED2049,NB 97 St @ 167 Ave,70,9/30/2021 0:00,0,0,50,12,3,0,65,8,53.6283968,-113.4916933,"(53.62839682, -113.4916933)"
2021-09-30-ED2095-60,ED2095,WB 23 Ave @ Rabbit Hill Rd,60,9/30/2021 0:00,0,0,41,8,2,0,51,2,53.454147,-113.564903,"(53.454147, -113.564903)"
2021-10-31-ED002-70,ED002,NB 91 St @ 34 Ave,70,10/31/2021 0:00,0,0,92,18,6,0,116,36,53.4648935,-113.4663185,"(53.46489352, -113.4663185)"
2021-10-31-ED010-50,ED010,NB 127 St @ Yellowhead Tr,50,10/31/2021 0:00,0,0,64,9,2,0,75,4,53.5802602,-113.5411938,"(53.58026015, -113.5411938)"
2021-10-31-ED045-60,ED045,SB 97 St @ 137 Ave,60,10/31/2021 0:00,0,0,54,11,4,0,69,13,53.5999761,-113.492144,"(53.59997614, -113.492144)"
2021-10-31-ED048-70,ED048,SB Manning Dr @ 137 Ave,70,10/31/2021 0:00,0,0,6,0,1,0,7,12,53.5995429,-113.4212717,"(53.59954286, -113.4212717)"
2021-10-31-ED1055-60,ED1055,NB 111 St @ Whitemud Drive EB,60,10/31/2021 0:00,0,0,126,19,9,0,154,28,53.482055,-113.515857,"(53.482055, -113.515857)"
2021-10-31-ED1104-70,ED1104,EB Fox Dr @ Fort Edmonton Park Rd,70,10/31/2021 0:00,0,0,805,190,49,0,1044,15,53.503222,-113.562803,"(53.503222, -113.562803)"
2021-08-31-ED2079-60,ED2079,SB Parsons Rd @ Ellerslie Rd,60,8/31/2021 0:00,0,0,3,1,0,0,4,3,53.425615,-113.479951,"(53.425615, -113.479951)"
2021-08-31-ED2080-60,ED2080,SB 75 St @ 98 Ave,60,8/31/2021 0:00,0,0,119,19,6,0,144,18,53.537853,-113.443157,"(53.537853, -113.443157)"
2021-08-31-ED2081-60,ED2081,NB Gateway Blvd @ 34 Ave,60,8/31/2021 0:00,0,0,2071,490,136,0,2697,55,53.467373,-113.492054,"(53.467373, -113.492054)"
2021-08-31-ED2082-60,ED2082,NB 50 St @ Ellerslie Rd,60,8/31/2021 0:00,0,0,651,109,32,0,792,4,53.42432,-113.417755,"(53.42432, -113.417755)"
2021-08-31-ED2083-70,ED2083,NB 97 St @ 144 Ave,70,8/31/2021 0:00,0,0,243,57,14,0,314,15,53.606472,-113.491714,"(53.606472, -113.491714)"
2021-08-31-ED2085-50,ED2085,SB 97 St @ 111 Ave,50,8/31/2021 0:00,0,0,257,45,12,0,314,24,53.559371,-113.491877,"(53.559371, -113.491877)"
2021-08-31-ED2086-60,ED2086,EB 23 Ave @ 91 St,60,8/31/2021 0:00,0,0,35,5,2,0,42,11,53.451741,-113.467372,"(53.451741, -113.467372)"
2021-08-31-ED2087-50,ED2087,SB 127 St @ 126 Ave,50,8/31/2021 0:00,0,0,2558,440,120,0,3118,51,53.582637,-113.541188,"(53.582637, -113.541188)"
2021-08-31-ED2090-60,ED2090,WB 63 Ave @ Gateway Blvd,60,8/31/2021 0:00,0,0,70,13,7,0,90,10,53.499942,-113.492922,"(53.499942, -113.492922)"
2021-08-31-ED2091-60,ED2091,SB 50 St @ Ellerslie Rd,60,8/31/2021 0:00,0,0,975,134,50,0,1159,6,53.425224,-113.418183,"(53.425224, -113.418183)"
2021-08-31-ED2094-60,ED2094,NB Rabbit Hill Rd @ 23 Ave,60,8/31/2021 0:00,0,0,99,13,2,0,114,3,53.45365,-113.5654,"(53.45365, -113.5654)"
2021-08-31-ED2095-60,ED2095,WB 23 Ave @ Rabbit Hill Rd,60,8/31/2021 0:00,0,0,51,12,3,0,66,3,53.454147,-113.564903,"(53.454147, -113.564903)"
2021-08-31-ED2096-80,ED2096,SB 97 St @ 176 Ave,80,8/31/2021 0:00,0,0,74,16,6,0,96,4,53.638807,-113.49202,"(53.638807, -113.49202)"
2021-07-31-ED2032-60,ED2032,NB 170 St @ 100 Ave,60,7/31/2021 0:00,0,0,485,55,26,0,566,45,,,
2021-09-30-ED007-70,ED007,EB Yellowhead Tr @ 149 St,70,9/30/2021 0:00,0,0,9,3,3,0,15,3,53.5812052,-113.578715,"(53.58120518, -113.578715)"
2021-09-30-ED012-50,ED012,WB 104 Ave @ 109 St,50,9/30/2021 0:00,0,0,183,46,7,0,236,33,53.5462241,-113.5078498,"(53.54622408, -113.5078498)"
2021-09-30-ED015-60,ED015,WB 137 Ave @ 50 St,60,9/30/2021 0:00,0,0,33,6,1,0,40,19,53.5971075,-113.4125877,"(53.59710754, -113.4125877)"
2021-10-31-ED003-60,ED003,WB 34 Ave @ 91 St,60,10/31/2021 0:00,0,0,42,13,2,0,57,3,53.4654011,-113.4657331,"(53.46540114, -113.4657331)"
2021-10-31-ED005-60,ED005,NB 170 St @ 95 Ave,60,10/31/2021 0:00,0,0,195,47,7,0,249,21,53.5313852,-113.6151193,"(53.53138521, -113.6151193)"
2021-10-31-ED011-50,ED011,SB 109 St @ 104 Ave,50,10/31/2021 0:00,0,0,179,28,5,0,212,61,53.5464622,-113.5085364,"(53.54646216, -113.5085364)"
2021-10-31-ED013-50,ED013,EB 104 Ave @ 109 St,50,10/31/2021 0:00,0,0,48,14,5,0,67,45,53.5462201,-113.5090615,"(53.54622011, -113.5090615)"
2021-10-31-ED016-60,ED016,NB 82 St @ 153 Ave,60,10/31/2021 0:00,0,0,111,15,10,0,136,4,53.6155172,-113.4673315,"(53.61551724, -113.4673315)"
2021-10-31-ED017-60,ED017,NB 50 St @ 23 Ave,60,10/31/2021 0:00,0,0,13,10,1,0,24,12,53.4543275,-113.4198041,"(53.45432753, -113.4198041)"
2021-07-31-ED007-70,ED007,EB Yellowhead Tr @ 149 St,70,7/31/2021 0:00,0,0,46,15,9,0,70,4,53.5812052,-113.578715,"(53.58120518, -113.578715)"
2021-07-31-ED020-70,ED020,WB Yellowhead Tr @ 107 St,70,7/31/2021 0:00,0,0,629,93,30,0,752,34,53.5814538,-113.504608,"(53.58145379, -113.504608)"
2021-07-31-ED024-50,ED024,SB 156 St @ Stony Plain Rd,50,7/31/2021 0:00,0,0,46,10,1,0,57,40,53.5417164,-113.5903227,"(53.54171636, -113.5903227)"
2021-07-31-ED1027-60,ED1027,WB 23 Ave @ 91 St,60,7/31/2021 0:00,0,0,42,2,3,1,48,4,,,
2021-07-31-ED1053-60,ED1053,EB Whitemud Drive @ Calgary Trail,60,7/31/2021 0:00,0,0,94,31,8,0,133,18,53.4796813,-113.4960327,"(53.4796813, -113.4960327)"
2021-07-31-ED2004-70,ED2004,SB 91 St @ 34 Ave,70,7/31/2021 0:00,0,0,49,8,5,0,62,20,53.4656955,-113.4668631,"(53.46569548, -113.4668631)"
2021-07-31-ED2025-60,ED2025,EB 137 Ave @ Manning Dr,60,7/31/2021 0:00,0,0,264,31,6,0,301,23,53.5991139,-113.4227458,"(53.59911391, -113.4227458)"
2021-07-31-ED2039-60,ED2039,WB 111 Ave @ 149 St,60,7/31/2021 0:00,0,0,102,21,8,0,131,11,53.5589564,-113.5773778,"(53.55895644, -113.5773778)"
2021-07-31-ED2049-70,ED2049,NB 97 St @ 167 Ave,70,7/31/2021 0:00,0,0,75,8,1,0,84,7,53.6283968,-113.4916933,"(53.62839682, -113.4916933)"
2021-07-31-ED2061-60,ED2061,EB Windermere Blvd @ Terwillegar Dr SB,60,7/31/2021 0:00,0,0,65,11,1,0,77,15,53.437701,-113.614591,"(53.437701, -113.614591)"
2021-07-31-ED2080-60,ED2080,SB 75 St @ 98 Ave,60,7/31/2021 0:00,0,0,199,28,13,0,240,16,53.537853,-113.443157,"(53.537853, -113.443157)"
2021-07-31-ED2083-70,ED2083,NB 97 St @ 144 Ave,70,7/31/2021 0:00,0,0,241,39,20,1,301,30,53.606472,-113.491714,"(53.606472, -113.491714)"
2021-07-31-ED2084-50,ED2084,NB 95 St @ 103A Ave,50,7/31/2021 0:00,0,0,142,27,11,0,180,21,53.547669,-113.480138,"(53.547669, -113.480138)"
2021-07-31-ED2091-60,ED2091,SB 50 St @ Ellerslie Rd,60,7/31/2021 0:00,0,0,1154,173,65,0,1392,12,53.425224,-113.418183,"(53.425224, -113.418183)"
2021-07-31-ED2095-60,ED2095,WB 23 Ave @ Rabbit Hill Rd,60,7/31/2021 0:00,0,0,60,11,6,0,77,2,53.454147,-113.564903,"(53.454147, -113.564903)"
2021-07-31-ED2101-60,ED2101,SB Calgary Tr @ Whitemud Dr,60,7/31/2021 0:00,0,0,522,76,25,0,623,63,53.481441,-113.495304,"(53.481441, -113.495304)"
2021-09-30-ED1027-60,ED1027,WB 23 Ave @ 91 St,60,9/30/2021 0:00,0,0,13,2,3,0,18,6,,,
2021-10-31-ED015-60,ED015,WB 137 Ave @ 50 St,60,10/31/2021 0:00,0,0,39,9,4,0,52,12,53.5971075,-113.4125877,"(53.59710754, -113.4125877)"
2021-10-31-ED021-70,ED021,EB Yellowhead Tr @ 127 St,70,10/31/2021 0:00,0,0,68,10,7,0,85,4,53.5806233,-113.5419714,"(53.5806233, -113.5419714)"
2021-10-31-ED1031-60,ED1031,EB 63 Ave @ 99 St,60,10/31/2021 0:00,0,0,30,4,3,0,37,11,53.4998065,-113.4869484,"(53.49980654, -113.4869484)"
2021-10-31-ED1069-50,ED1069,WB 118 Ave @ Wayne Gretzky Dr SB,50,10/31/2021 0:00,0,0,300,60,16,0,376,12,53.5704186,-113.4531748,"(53.5704186, -113.4531748)"
2021-10-31-ED2004-70,ED2004,SB 91 St @ 34 Ave,70,10/31/2021 0:00,0,0,25,3,4,0,32,22,53.4656955,-113.4668631,"(53.46569548, -113.4668631)"
2021-10-31-ED2009-70,ED2009,EB Yellowhead Tr @ 107 St,70,10/31/2021 0:00,0,0,504,70,26,1,601,2,53.5812925,-113.5061022,"(53.58129246, -113.5061022)"
2021-10-31-ED2049-70,ED2049,NB 97 St @ 167 Ave,70,10/31/2021 0:00,0,0,43,14,4,0,61,17,53.6283968,-113.4916933,"(53.62839682, -113.4916933)"
2021-10-31-ED2059-60,ED2059,WB 153 Ave @ 97 St,60,10/31/2021 0:00,0,0,24,2,2,0,28,2,53.614133,-113.490546,"(53.614133, -113.490546)"
2021-10-31-ED2071-50,ED2071,NB 82 St @ 112 Ave,50,10/31/2021 0:00,0,0,348,58,17,1,424,138,53.560908,-113.467294,"(53.560908, -113.467294)"
2021-10-31-ED2099-60,ED2099,EB 111 Ave @ 142 St,60,10/31/2021 0:00,0,0,69,18,6,0,93,12,53.55882,-113.566383,"(53.55882, -113.566383)"
2021-09-30-ED2091-60,ED2091,SB 50 St @ Ellerslie Rd,60,9/30/2021 0:00,0,0,680,101,32,0,813,5,53.425224,-113.418183,"(53.425224, -113.418183)"
2021-09-30-ED2092-60,ED2092,NB 50 St @ 101 Ave,60,9/30/2021 0:00,0,0,16,1,1,0,18,5,53.540797,-113.418411,"(53.540797, -113.418411)"
2021-09-30-ED2093-60,ED2093,WB 62 Ave @ 199 St,60,9/30/2021 0:00,0,0,81,13,6,0,100,5,53.493832,-113.665171,"(53.493832, -113.665171)"
2021-09-30-ED2094-60,ED2094,NB Rabbit Hill Rd @ 23 Ave,60,9/30/2021 0:00,0,0,62,11,0,0,73,2,53.45365,-113.5654,"(53.45365, -113.5654)"
2021-09-30-ED2096-80,ED2096,SB 97 St @ 176 Ave,80,9/30/2021 0:00,0,0,66,11,6,0,83,5,53.638807,-113.49202,"(53.638807, -113.49202)"
2021-09-30-ED2097-70,ED2097,NB Mark Messier Trail @ Campbell Road,70,9/30/2021 0:00,0,0,345,53,14,0,412,26,53.61142,-113.590805,"(53.61142, -113.590805)"
2021-09-30-ED2098-70,ED2098,SB Mark Messier Trail @ Campbell Road,70,9/30/2021 0:00,0,0,574,101,28,0,703,5,53.61178,-113.591667,"(53.61178, -113.591667)"
2021-09-30-ED2099-60,ED2099,EB 111 Ave @ 142 St,60,9/30/2021 0:00,0,0,95,11,6,0,112,14,53.55882,-113.566383,"(53.55882, -113.566383)"
2021-09-30-ED2100-60,ED2100,NB 178 St @ 100 Ave,60,9/30/2021 0:00,0,0,71,13,2,0,86,13,53.537654,-113.62739,"(53.537654, -113.62739)"
2021-09-30-ED2102-60,ED2102,SB 170 St @ 118 Ave,60,9/30/2021 0:00,0,0,1451,213,53,0,1717,4,53.570827,-113.61542,"(53.570827, -113.61542)"
2021-09-30-ED2103-60,ED2103,NB 170 St @ 118 Ave,60,9/30/2021 0:00,0,0,391,78,19,0,488,9,53.570108,-113.615193,"(53.570108, -113.615193)"
2021-09-30-ED2075-60,ED2075,NB 97 St @ 132 Ave,60,9/30/2021 0:00,0,0,106,21,9,0,136,17,53.591633,-113.491987,"(53.591633, -113.491987)"
2021-09-30-ED2076-60,ED2076,NB Groat Rd @ 118 Ave,60,9/30/2021 0:00,0,0,4,2,0,0,6,3,53.569774,-113.549196,"(53.569774, -113.549196)"
2021-09-30-ED2077-70,ED2077,SB Manning Dr @ 153 Ave,70,9/30/2021 0:00,0,0,186,29,10,0,225,11,53.614882,-113.403378,"(53.614882, -113.403378)"
2021-09-30-ED2078-60,ED2078,WB 153 Ave @ 127 St,60,9/30/2021 0:00,0,0,8,2,1,0,11,11,53.617021,-113.54053,"(53.617021, -113.54053)"
2021-09-30-ED2079-60,ED2079,SB Parsons Rd @ Ellerslie Rd,60,9/30/2021 0:00,0,0,7,1,0,0,8,0,53.425615,-113.479951,"(53.425615, -113.479951)"
2021-09-30-ED2080-60,ED2080,SB 75 St @ 98 Ave,60,9/30/2021 0:00,0,0,133,22,10,0,165,19,53.537853,-113.443157,"(53.537853, -113.443157)"
2021-09-30-ED2081-60,ED2081,NB Gateway Blvd @ 34 Ave,60,9/30/2021 0:00,0,0,1700,364,115,1,2180,63,53.467373,-113.492054,"(53.467373, -113.492054)"
2021-09-30-ED2082-60,ED2082,NB 50 St @ Ellerslie Rd,60,9/30/2021 0:00,0,0,497,73,23,2,595,5,53.42432,-113.417755,"(53.42432, -113.417755)"
2021-09-30-ED2083-70,ED2083,NB 97 St @ 144 Ave,70,9/30/2021 0:00,0,0,189,38,13,0,240,17,53.606472,-113.491714,"(53.606472, -113.491714)"
2021-09-30-ED2084-50,ED2084,NB 95 St @ 103A Ave,50,9/30/2021 0:00,0,0,93,10,7,0,110,21,53.547669,-113.480138,"(53.547669, -113.480138)"
2021-09-30-ED2085-50,ED2085,SB 97 St @ 111 Ave,50,9/30/2021 0:00,0,0,242,39,9,0,290,31,53.559371,-113.491877,"(53.559371, -113.491877)"
2021-09-30-ED2086-60,ED2086,EB 23 Ave @ 91 St,60,9/30/2021 0:00,0,0,44,6,1,0,51,4,53.451741,-113.467372,"(53.451741, -113.467372)"
2021-09-30-ED2087-50,ED2087,SB 127 St @ 126 Ave,50,9/30/2021 0:00,0,0,2170,359,116,1,2646,50,53.582637,-113.541188,"(53.582637, -113.541188)"
2021-09-30-ED2089-60,ED2089,EB 167 Ave @ 127 St,60,9/30/2021 0:00,0,0,40,7,0,0,47,4,53.628684,-113.542165,"(53.628684, -113.542165)"
2021-09-30-ED2090-60,ED2090,WB 63 Ave @ Gateway Blvd,60,9/30/2021 0:00,0,0,72,11,6,0,89,6,53.499942,-113.492922,"(53.499942, -113.492922)"
2021-03-31-ED2034-60,ED2034,NB 170 St @ Stony Plain Road,60,3/31/2021 0:00,0,0,172,23,8,0,203,5,,,
2021-10-31-ED2100-60,ED2100,NB 178 St @ 100 Ave,60,10/31/2021 0:00,0,0,92,13,6,0,111,18,53.537654,-113.62739,"(53.537654, -113.62739)"
2021-10-31-ED1027-60,ED1027,WB 23 Ave @ 91 St,60,10/31/2021 0:00,0,0,38,6,0,0,44,6,,,
2021-10-31-ED2090-60,ED2090,WB 63 Ave @ Gateway Blvd,60,10/31/2021 0:00,0,0,52,11,4,0,67,3,53.499942,-113.492922,"(53.499942, -113.492922)"
2021-10-31-ED2094-60,ED2094,NB Rabbit Hill Rd @ 23 Ave,60,10/31/2021 0:00,0,0,95,13,5,0,113,2,53.45365,-113.5654,"(53.45365, -113.5654)"
2021-10-31-ED2097-70,ED2097,NB Mark Messier Trail @ Campbell Road,70,10/31/2021 0:00,0,0,309,63,13,0,385,15,53.61142,-113.590805,"(53.61142, -113.590805)"
2021-10-31-ED2098-70,ED2098,SB Mark Messier Trail @ Campbell Road,70,10/31/2021 0:00,0,0,556,112,30,0,698,10,53.61178,-113.591667,"(53.61178, -113.591667)"
2021-10-31-ED2101-60,ED2101,SB Calgary Tr @ Whitemud Dr,60,10/31/2021 0:00,0,0,373,50,19,1,443,43,53.481441,-113.495304,"(53.481441, -113.495304)"
2021-10-31-ED2102-60,ED2102,SB 170 St @ 118 Ave,60,10/31/2021 0:00,0,0,1465,241,47,0,1753,10,53.570827,-113.61542,"(53.570827, -113.61542)"
2021-10-31-ED2103-60,ED2103,NB 170 St @ 118 Ave,60,10/31/2021 0:00,0,0,462,53,26,0,541,12,53.570108,-113.615193,"(53.570108, -113.615193)"
2021-02-28-ED2032-60,ED2032,NB 170 St @ 100 Ave,60,2/28/2021 0:00,0,0,148,16,3,1,168,35,,,
2021-03-31-ED2019-60,ED2019,SB 170 St @ Stony Plain Road,60,3/31/2021 0:00,0,0,35,1,0,0,36,9,,,
2021-04-30-ED001-60,ED001,EB 34 Ave @ 91 St,60,4/30/2021 0:00,0,0,5,0,0,0,5,2,53.4652261,-113.4674525,"(53.46522609, -113.4674525)"
2021-04-30-ED002-70,ED002,NB 91 St @ 34 Ave,70,4/30/2021 0:00,0,0,93,26,5,0,124,22,53.4648935,-113.4663185,"(53.46489352, -113.4663185)"
2021-04-30-ED003-60,ED003,WB 34 Ave @ 91 St,60,4/30/2021 0:00,0,0,44,5,1,0,50,3,53.4654011,-113.4657331,"(53.46540114, -113.4657331)"
2021-04-30-ED005-60,ED005,NB 170 St @ 95 Ave,60,4/30/2021 0:00,0,0,103,13,6,0,122,5,53.5313852,-113.6151193,"(53.53138521, -113.6151193)"
2021-04-30-ED007-70,ED007,EB Yellowhead Tr @ 149 St,70,4/30/2021 0:00,0,0,196,48,14,0,258,4,53.5812052,-113.578715,"(53.58120518, -113.578715)"
2021-04-30-ED008-70,ED008,WB Yellowhead Tr @ 127 St,70,4/30/2021 0:00,0,0,38,4,0,0,42,6,53.5807388,-113.5406622,"(53.58073876, -113.5406622)"
2021-04-30-ED010-50,ED010,NB 127 St @ Yellowhead Tr,50,4/30/2021 0:00,0,0,83,13,5,0,101,3,53.5802602,-113.5411938,"(53.58026015, -113.5411938)"
2021-04-30-ED011-50,ED011,SB 109 St @ 104 Ave,50,4/30/2021 0:00,0,0,230,34,3,0,267,46,53.5464622,-113.5085364,"(53.54646216, -113.5085364)"
2021-04-30-ED012-50,ED012,WB 104 Ave @ 109 St,50,4/30/2021 0:00,0,0,217,34,9,0,260,26,53.5462241,-113.5078498,"(53.54622408, -113.5078498)"
2021-04-30-ED013-50,ED013,EB 104 Ave @ 109 St,50,4/30/2021 0:00,0,0,61,8,0,0,69,11,53.5462201,-113.5090615,"(53.54622011, -113.5090615)"
2021-04-30-ED014-60,ED014,SB 50 St @ 137 Ave,60,4/30/2021 0:00,0,0,15,0,0,0,15,4,53.5974957,-113.4134868,"(53.5974957, -113.4134868)"
2021-04-30-ED015-60,ED015,WB 137 Ave @ 50 St,60,4/30/2021 0:00,0,0,21,3,2,0,26,14,53.5971075,-113.4125877,"(53.59710754, -113.4125877)"
2021-04-30-ED016-60,ED016,NB 82 St @ 153 Ave,60,4/30/2021 0:00,0,0,118,23,8,0,149,8,53.6155172,-113.4673315,"(53.61551724, -113.4673315)"
2021-04-30-ED017-60,ED017,NB 50 St @ 23 Ave,60,4/30/2021 0:00,0,0,13,4,1,0,18,15,53.4543275,-113.4198041,"(53.45432753, -113.4198041)"
2021-04-30-ED018-60,ED018,WB Stony Plain Rd @ 170 St,60,4/30/2021 0:00,0,0,37,13,5,0,55,17,53.5412872,-113.6159543,"(53.54128722, -113.6159543)"
2021-04-30-ED020-70,ED020,WB Yellowhead Tr @ 107 St,70,4/30/2021 0:00,0,0,543,79,29,0,651,37,53.5814538,-113.504608,"(53.58145379, -113.504608)"
2020-10-31-ED1031-60,ED1031,EB 63 Ave @ 99 St,60,10/31/2020 0:00,0,0,41,9,3,0,53,8,53.4998065,-113.4869484,"(53.49980654, -113.4869484)"
2020-12-31-ED2072-60,ED2072,WB Whitemud Drive @ 111 St NB,60,12/31/2020 0:00,0,0,51,13,1,0,65,11,53.48319,-113.515325,"(53.48319, -113.515325)"
2020-04-30-ED2062-60,ED2062,SB 111 St @ 23 Ave,60,4/30/2020 0:00,0,0,97,18,5,0,120,3,53.454486,-113.516605,"(53.454486, -113.516605)"
2021-02-28-ED013-50,ED013,EB 104 Ave @ 109 St,50,2/28/2021 0:00,0,0,29,1,2,0,32,20,53.5462201,-113.5090615,"(53.54622011, -113.5090615)"
2020-11-30-ED2093-60,ED2093,WB 62 Ave @ 199 St,60,11/30/2020 0:00,0,0,55,11,6,0,72,5,53.493832,-113.665171,"(53.493832, -113.665171)"
2020-10-31-ED020-70,ED020,WB Yellowhead Tr @ 107 St,70,10/31/2020 0:00,0,0,429,70,23,2,524,16,53.5814538,-113.504608,"(53.58145379, -113.504608)"
2021-01-31-ED2101-60,ED2101,SB Calgary Tr @ Whitemud Dr,60,1/31/2021 0:00,0,0,369,42,9,0,420,62,53.481441,-113.495304,"(53.481441, -113.495304)"
2020-07-31-ED2047-60,ED2047,NB Wayne Gretzky Drive @ 118 Ave,60,7/31/2020 0:00,0,0,112,7,4,0,123,8,,,
2020-05-31-ED1046-60,ED1046,SB 97 St @ 122 Ave,60,5/31/2020 0:00,0,0,558,109,35,0,702,23,53.5770675,-113.4922687,"(53.57706746, -113.4922687)"
2021-03-31-ED2039-60,ED2039,WB 111 Ave @ 149 St,60,3/31/2021 0:00,0,0,43,8,2,0,53,4,53.5589564,-113.5773778,"(53.55895644, -113.5773778)"
2021-03-31-ED1054-60,ED1054,SB 111 St @ Whitemud Drive WB,60,3/31/2021 0:00,0,0,101,24,13,0,138,57,53.483705,-113.517561,"(53.483705, -113.517561)"
2020-11-30-ED1069-50,ED1069,WB 118 Ave @ Wayne Gretzky Dr SB,50,11/30/2020 0:00,0,0,78,12,7,0,97,11,53.5704186,-113.4531748,"(53.5704186, -113.4531748)"
2020-04-30-ED2102-60,ED2102,SB 170 St @ 118 Ave,60,4/30/2020 0:00,0,0,1379,245,83,1,1708,2,53.570827,-113.61542,"(53.570827, -113.61542)"
2020-08-31-ED2072-60,ED2072,WB Whitemud Drive @ 111 St NB,60,8/31/2020 0:00,0,0,99,14,9,0,122,13,53.48319,-113.515325,"(53.48319, -113.515325)"
2021-02-28-ED2078-60,ED2078,WB 153 Ave @ 127 St,60,2/28/2021 0:00,0,0,5,2,0,0,7,9,53.617021,-113.54053,"(53.617021, -113.54053)"
2020-07-31-ED1070-70,ED1070,EB Yellowhead Tr @ 66 St,70,7/31/2020 0:00,0,0,164,33,14,3,214,6,53.57828,-113.4434288,"(53.57828, -113.4434288)"
2020-12-31-ED041-60,ED041,WB 137 Ave @ 127 St,60,12/31/2020 0:00,0,0,26,6,0,0,32,11,53.599591,-113.5406916,"(53.59959096, -113.5406916)"
2020-12-31-ED2090-60,ED2090,WB 63 Ave @ Gateway Blvd,60,12/31/2020 0:00,0,0,37,7,3,0,47,4,53.499942,-113.492922,"(53.499942, -113.492922)"
2020-07-31-ED048-70,ED048,SB Manning Dr @ 137 Ave,70,7/31/2020 0:00,0,0,6,3,0,0,9,4,53.5995429,-113.4212717,"(53.59954286, -113.4212717)"
2020-10-31-ED018-60,ED018,WB Stony Plain Rd @ 170 St,60,10/31/2020 0:00,0,0,31,7,3,0,41,20,53.5412872,-113.6159543,"(53.54128722, -113.6159543)"
2021-02-28-ED007-70,ED007,EB Yellowhead Tr @ 149 St,70,2/28/2021 0:00,0,0,89,14,5,0,108,17,53.5812052,-113.578715,"(53.58120518, -113.578715)"
2020-06-30-ED1069-50,ED1069,WB 118 Ave @ Wayne Gretzky Dr SB,50,6/30/2020 0:00,0,0,189,27,9,0,225,12,53.5704186,-113.4531748,"(53.5704186, -113.4531748)"
2020-12-31-ED2074-60,ED2074,NB 66 St @ 167 Ave,60,12/31/2020 0:00,0,0,36,9,3,0,48,20,53.628394,-113.44284,"(53.628394, -113.44284)"
2020-09-30-ED012-50,ED012,WB 104 Ave @ 109 St,50,9/30/2020 0:00,0,0,267,34,9,0,310,26,53.5462241,-113.5078498,"(53.54622408, -113.5078498)"
2021-01-31-ED1064-60,ED1064,EB 23 Ave @ 66 St,60,1/31/2021 0:00,0,0,71,15,3,0,89,21,53.453433,-113.435067,"(53.453433, -113.435067)"
2020-08-31-ED2047-60,ED2047,NB Wayne Gretzky Drive @ 118 Ave,60,8/31/2020 0:00,0,0,352,56,14,0,422,10,,,
2020-06-30-ED045-60,ED045,SB 97 St @ 137 Ave,60,6/30/2020 0:00,0,0,93,18,0,0,111,6,53.5999761,-113.492144,"(53.59997614, -113.492144)"
2021-01-31-ED023-50,ED023,NB 156 St @ Stony Plain Rd,50,1/31/2021 0:00,0,0,38,5,0,0,43,57,53.5409125,-113.5903288,"(53.54091252, -113.5903288)"
2020-04-30-ED001-60,ED001,EB 34 Ave @ 91 St,60,4/30/2020 0:00,0,0,6,4,0,0,10,4,53.4652261,-113.4674525,"(53.46522609, -113.4674525)"
2021-03-31-ED2004-70,ED2004,SB 91 St @ 34 Ave,70,3/31/2021 0:00,0,0,37,7,2,0,46,35,53.4656955,-113.4668631,"(53.46569548, -113.4668631)"
2020-11-30-ED2043-60,ED2043,WB 137 Ave @ 113A St,60,11/30/2020 0:00,0,0,85,5,2,0,92,19,53.5996168,-113.5160351,"(53.59961683, -113.5160351)"
2020-09-30-ED1073-60,ED1073,EB 100 Ave @ 175 St,60,9/30/2020 0:00,0,0,323,63,22,0,408,125,53.538711,-113.622203,"(53.538711, -113.622203)"
2020-10-31-ED2028-60,ED2028,WB 23 Ave @ Parsons Road,60,10/31/2020 0:00,0,0,192,25,8,0,225,5,,,
